"chr_spikes"	11	11	1	"+"	9.51817777569838	1	11	9.51817777569838
"chr_spikes"	17	19	3	"+"	360.886402425071	3	18	357.132754851556
"chr_spikes"	678	678	1	"+"	0.268117683822489	1	678	0.268117683822489
"chr_spikes"	1142	1142	1	"+"	2.01088262866867	1	1142	2.01088262866867
"chr_spikes"	1149	1149	1	"+"	57.2431254961015	1	1149	57.2431254961015
"chr_spikes"	1561	1567	7	"+"	1.34058841911245	3	1563	0.536235367644979
"chr_spikes"	1580	1584	5	"+"	0.670294209556224	2	1580	0.402176525733734
"chr_spikes"	1609	1609	1	"+"	0.134058841911245	1	1609	0.134058841911245
"chr_spikes"	2581	2581	1	"+"	35.7937107903023	1	2581	35.7937107903023
"chr_spikes"	127	127	1	"-"	1.07247073528996	1	127	1.07247073528996
"chr_spikes"	1344	1344	1	"-"	1.07247073528996	1	1344	1.07247073528996
"chr_spikes"	1446	1446	1	"-"	0.670294209556224	1	1446	0.670294209556224
"chrI"	25490	25490	1	"+"	1.2065295772012	1	25490	1.2065295772012
"chrI"	27473	27473	1	"+"	1.47464726102369	1	27473	1.47464726102369
"chrI"	27579	27579	1	"+"	0.402176525733734	1	27579	0.402176525733734
"chrI"	28198	28198	1	"+"	0.536235367644979	1	28198	0.536235367644979
"chrI"	28214	28214	1	"+"	0.134058841911245	1	28214	0.134058841911245
"chrI"	28623	28623	1	"+"	0.938411893378713	1	28623	0.938411893378713
"chrI"	34272	34272	1	"+"	0.268117683822489	1	34272	0.268117683822489
"chrI"	34343	34343	1	"+"	0.938411893378713	1	34343	0.938411893378713
"chrI"	34384	34384	1	"+"	2.01088262866867	1	34384	2.01088262866867
"chrI"	34392	34392	1	"+"	1.07247073528996	1	34392	1.07247073528996
"chrI"	34516	34516	1	"+"	0.402176525733734	1	34516	0.402176525733734
"chrI"	34543	34543	1	"+"	1.07247073528996	1	34543	1.07247073528996
"chrI"	34566	34579	14	"+"	27.2139449079827	5	34576	14.0761784006807
"chrI"	34586	34586	1	"+"	22.6559442830004	1	34586	22.6559442830004
"chrI"	34592	34601	10	"+"	71.9895981063384	3	34601	50.8083010843618
"chrI"	34607	34615	9	"+"	48.1271242461369	5	34615	32.9784751101662
"chrI"	34621	34709	89	"+"	986.404958782939	51	34666	98.9354253304986
"chrI"	34716	34719	4	"+"	2.41305915440241	2	34719	1.34058841911245
"chrI"	34732	34749	18	"+"	34.5871812131011	9	34732	13.9421195587695
"chrI"	34890	34890	1	"+"	0.804353051467468	1	34890	0.804353051467468
"chrI"	34903	34906	4	"+"	0.804353051467468	2	34906	0.670294209556224
"chrI"	35005	35005	1	"+"	0.134058841911245	1	35005	0.134058841911245
"chrI"	35015	35015	1	"+"	0.402176525733734	1	35015	0.402176525733734
"chrI"	35038	35038	1	"+"	0.670294209556224	1	35038	0.670294209556224
