genes,coordinates,log2FoldChange,lfcSE,stat,pvalue,padj,TL_2h_R5,TL_4h_R5,TL_2h_R3_merge,TL_4h_R3_merge,TL_2h_R1_merge,TL_4h_R1_merge,TL_2h_mean,TL_4h_mean
YAL026C,chrI:102925-102959:-,0.6018671946275029,0.39315957032048204,1.5308471166984299,0.125807181726929,0.256272588718114,125.712129835067,161.662377772111,218.877181944569,341.611048149601,218.174304793218,348.764031795981,187.58787219095132,284.0124859058977
YAL025C,chrI:104328-104338:-,-0.31156556940434804,0.521435091885508,-0.597515537893179,0.5501632363139011,0.6945876246521601,36.764868159312,15.1558479161354,43.775436388913796,33.8089284766616,26.9558986617104,35.65916534572371,35.8320677366454,28.2079805795069
YAL024C,chrI:109122-109173:-,1.08214013557605,0.319281581065107,3.38929709620606,0.000700720456439258,0.00395163049681537,92.505152142785,163.346360873904,105.790637939875,273.288838519681,117.089684811804,228.740499656716,105.12849163148799,221.79189968343368
YAL023C,chrI:111783-111862:-,0.6172297585469511,0.253431499536112,2.43548950969689,0.0148716558112808,0.05092975493073099,1222.72835716938,1729.4506455412302,801.6376788719839,1529.8540135689402,1089.1867802997301,1516.8191308034698,1037.8509387803645,1592.0412633045464
YAL022C,chrI:113601-113639:-,-0.5185492287066821,0.405469917604545,-1.27888458845527,0.20093770050605103,0.35670254165240506,222.961135933892,149.874496059561,341.99559678838904,332.454463353839,331.05213043913,140.897189902616,298.66962105380367,207.74204977200534
YAL021C,chrI:116551-116594:-,-0.226056671675492,0.400893186028981,-0.563882549151509,0.572834067134119,0.7124937737001559,220.589208955872,186.92212429900397,417.690622210886,364.85468647730596,473.412970246288,396.599497503659,370.564267137682,316.125436093323
YAL020C,chrI:117733-117829:-,-0.21416620992978896,0.24811691654226198,-0.863166497933284,0.38804593068656495,0.5512350577327328,541.985314477599,597.814001136453,697.671017448314,456.420534434931,634.305990383372,564.458495350602,624.6541074364283,539.5643436406621
YAL019W,chrI:117965-117994:+,-0.115531640147065,0.363548682934065,-0.317788636214144,0.7506452712075509,0.8455251662880771,69.9718458515938,60.6233916645417,56.543272002347,71.1396203363087,88.44904248373709,66.0999162506098,71.6547201125593,65.9543094171534
YAL018C,chrI:122724-122823:-,7.77509883318053,1.7103300023284298,4.5459641254001,5.46843508177894e-06,5.2477445754400296e-05,5.929817445050321,166.71432707749,0.0,288.08024472822103,0.0,785.371373346061,1.9766058150167736,413.388648383924
YAL017W,chrI:123005-123053:+,0.11925042595492401,0.300784552433065,0.396464595639302,0.691762321152955,0.803042478362745,304.792616675587,442.887555771513,510.713424537328,557.1429671883191,503.738356240712,433.128398589522,439.74813248454234,477.71964051645136
YAL016W,chrI:127941-127986:+,-0.38508839772999504,0.23693600149570898,-1.62528444516259,0.104101964246451,0.22416530882849303,1546.49638966912,1059.22537102769,1595.0674634210502,1462.94050929221,1569.3387252114499,1081.9512607336699,1570.3008594338735,1201.37238035119
YAL015C,chrI:131239-131266:-,-0.903751557828193,0.384555390445825,-2.35012063354631,0.0187673276054296,0.0615160653063071,87.76129818674481,45.46754374840629,105.790637939875,52.122098068186595,137.306608808087,78.2762166125643,110.28618164490227,58.62195280971906
YAL014C,chrI:132199-132280:-,0.219042925486832,0.25676538860367204,0.8530858721964829,0.3936116854043689,0.5566510725228709,310.722434120637,341.848569663943,388.50699795161,432.47254343062895,363.90463193309,460.95994227399,354.37802133511235,411.76035178952066
YAL013W,chrI:132363-132417:+,0.530720459267511,0.27824534302757203,1.90738307959721,0.0564709988575403,0.144097730487986,1129.03724153758,2054.45938418725,1223.88824237338,1522.1061341263699,965.358120822502,1221.108979156,1106.094534911154,1599.2248324898735
YAL012W,chrI:133849-133917:+,-1.24600982931614,0.300547647238414,-4.145797981668201,3.38632294551026e-05,0.000272210417953345,384.252170439261,200.39398911334598,655.719557575605,207.784039596149,421.185916589224,207.86684189336498,487.0525482013634,205.34829020095333
YAL011W,chrI:135338-135358:+,-0.9567979723301099,0.34932237083632106,-2.7390114467602498,0.00616242278302129,0.0250177213462909,111.480567966946,50.51949305378471,89.3748492940324,56.348214127769296,90.133786150094,42.6170512668405,96.99640113702414,49.8282528161315
YAL010C,chrI:138835-138878:-,0.20769579351794198,0.39733743123425297,0.522718921478842,0.601169868885116,0.7352777679564569,201.61379313171102,156.610428466733,257.180688784869,433.176896107226,296.514885278814,279.185172584813,251.76978906513136,289.65749905292404
YAL009W,chrI:138955-139017:+,-0.22154533398850304,0.432212671364563,-0.51258407878013,0.6082422925844829,0.741223887023305,85.3893712087246,92.6190705986054,185.133616394781,188.766517328027,197.11500896375702,118.284060658986,155.87933218908753,133.22321619520613
YAL008W,chrI:139969-140074:+,-0.379087400794779,0.314104568385672,-1.20688279939093,0.227477282761611,0.38773873170919604,1178.8477080760001,1187.20808676394,1129.04146353074,572.638726073455,1021.7970336454599,805.375295369272,1109.8954017507333,855.0740360688891
YAL007C,chrI:141547-141628:-,0.243907023480822,0.29940158848753495,0.814648394863063,0.41527360039091604,0.577060813177597,531.311643076509,708.9568858547791,360.23536195043704,539.534150273391,634.305990383372,560.979552390044,508.6176651367726,603.1568628394047
YAL005C,chrI:144538-144838:-,0.896399524723348,0.20442039976312198,4.38507862112625,1.1594389442377199e-05,0.0001040218993829,4512.59107568329,9797.413686230659,4824.41788536154,8617.75499816572,5351.588256182679,8930.446579753441,4896.19907240917,9115.20508804994
YAL003W,chrI:145117-145339:+,-1.65150842596093,0.238387575296768,-6.92782928768402,4.27346980623305e-12,1.1473952204014701e-10,4615.769899227171,1195.62800227291,3160.0393143247197,1222.0518938960001,3907.7629341148204,1300.2549315087101,3894.524049222237,1239.3116092258733
YAR066W,chrI:15317-15351:-,-1.7477427839306598,0.51625618209869,-3.38541763669679,0.000710700339498789,0.00399403199642913,187.38223126358997,87.5671212932269,149.566074328789,77.47879442568279,596.399257890342,113.065646218148,311.1158544942403,92.70385397901923
YAR002W,chrI:155369-155393:+,0.28573153856987604,0.28353747812631497,1.00773816730705,0.313580176840522,0.48090634848096003,396.11180532936095,318.272806238844,308.252031238601,496.56863700096704,354.63854176812697,471.39677115566496,353.0007927786963,428.74607146515865
YAR002C-A,chrI:157889-157963:-,0.329676764618079,0.35490106551676,0.9289258237025758,0.35292752897113705,0.5171707955501911,1187.1494524990699,1683.9831017928198,663.927451898526,1129.07734058518,1029.37838014406,809.72397406997,960.1517615138852,1207.5948054826565
YAR003W,chrI:158080-158129:+,0.203976026786667,0.321990342671639,0.63348492098932,0.5264170247941021,0.6749501597098221,110.294604477936,131.35068193984,89.3748492940324,111.287722902344,135.62186514173,144.376132863174,111.76377297123281,129.004845901786
YAR007C,chrI:161811-161877:-,1.40958026892621,0.33882624436778397,4.16018620858708,3.1798823123092604e-05,0.000257430963111894,779.178012279612,1428.01767032032,555.400849184344,2730.77532716702,1000.737737816,2042.1395178477899,778.438866426652,2066.97750511171
YAR008W,chrI:161997-162062:+,0.6944291901568161,0.3136849989485,2.21377876686678,0.0268440014037734,0.0814634291509483,136.385801236157,318.272806238844,145.91812129637898,244.410378779199,223.22853579228902,259.181250561602,168.51081944160833,273.95481185988166
YAR014C,chrI:166252-166287:-,-0.0635888668179188,0.325524700927233,-0.19534267794975502,0.845124688388129,0.9053092188189972,262.09793107122397,303.116958322708,233.468994074207,155.661941527963,218.174304793218,227.870763916576,237.91374331288299,228.88322125574902
YAR015W,chrI:166453-166548:+,-0.0024786983316763198,0.277811425378328,-0.00892223323177148,0.9928811823070051,0.995881235323177,582.308073103942,853.779432608962,849.0610682933079,571.934373396858,726.9668920330009,733.187228937685,719.4453444767502,719.6336783145016
YAR018C,chrI:168932-168980:-,-1.8998432848352,0.6482879194439489,-2.9305548165462296,0.0033835729107775,0.0150764081558317,67.5999188735737,10.1038986107569,29.1836242592759,8.452232119165389,21.9016676626397,13.046036102094,39.56173693182976,10.534055610672096
YAR019C,chrI:172360-172420:-,0.8952984238641151,0.329695625926479,2.7155301843882,0.0066169744241986106,0.0265296537029495,73.529736318624,126.298732634462,75.6950254224968,181.722990562056,104.454107314128,162.640583406106,84.55962301841627,156.88743553420798
YAR023C,chrI:177302-177349:-,0.725533534592721,0.6554971656944371,1.10684465557389,0.26836109753535003,0.43370597150845797,7.11578093406039,15.1558479161354,21.887718194456898,31.6958704468702,14.320321164033599,24.352600723908896,14.441273430850295,23.7347730289715
YAR027W,chrI:186437-186579:+,-0.899484834443797,0.252616051838997,-3.5606796476142994,0.000369896141253856,0.00227578055566715,2118.1307913719697,1490.32504508665,3041.48084077141,1605.21974996483,3074.65719110134,1319.38911779178,2744.756274414907,1471.6446376144202
YAR028W,chrI:187646-187693:+,0.0941029025835421,0.406117199145974,0.231713659951934,0.816760421001308,0.888611002543397,85.3893712087246,124.614749532669,93.9347905845442,102.131138106582,80.02532415195259,52.184144408376206,86.44982864840712,92.97667734920907
YAR033W,chrI:190841-190866:+,0.6708471035146,0.320228391376209,2.09490201862357,0.0361797033898494,0.102849503252655,138.757728214178,276.173228694023,121.294438327615,172.566405766293,125.513403143589,168.72873358708298,128.521856561794,205.822789349133
YAR035W,chrI:192904-192979:+,0.143994197565099,0.29821839919948606,0.48284813395694504,0.629203570938219,0.75648723209418,1338.9527790923598,1633.46360873904,2042.8536981493103,2072.2055745487196,2238.1819607551397,2503.09946012178,1873.32947933227,2069.58954780318
YAR042W,chrI:195336-195390:+,0.35798717313774,0.33450793903326803,1.0701903643074302,0.28453363068114196,0.45021105077768,141.12965519219802,276.173228694023,215.22922891215998,305.689061643148,289.775910613386,247.87468593978699,215.37826490591465,276.57899209231937
YAL067C,chrI:212091-212103:+,-3.95311814227825,0.587308771005173,-6.73090261450127,1.68613797028782e-11,4.16008972872024e-10,85.3893712087246,13.471864814342599,273.596477430711,9.86093747235963,96.8727608155216,6.95788592111682,151.95286981831904,10.096896069273017
YAL062W,chrI:34516-34749:+,-2.66109039999367,0.23493740949636802,-11.3268057466804,9.66660365811124e-30,1.06962434113919e-27,6484.84835790703,1318.55876870378,8128.551344466429,1253.04341166627,7987.36972219805,1003.6750441211,7533.589808190503,1191.7590748303835
YAL061W,chrI:36476-36615:+,-3.08346148798199,0.33623441452696895,-9.17057075290749,4.70521114213923e-20,3.0275028168319597e-18,3719.1815015355605,400.78797822669196,3483.79514595106,605.7433018735201,3485.73464569242,253.093100380624,3562.9037643930137,419.874793493612
YAL060W,chrI:38234-38312:+,-2.05486447269776,0.5291402201261671,-3.88340253592479,0.000103004831470221,0.000743324391528682,46.2525760713925,13.471864814342599,52.8953189699375,14.087053531942301,42.960963492100895,6.95788592111682,47.36961951114363,11.505601422467238
YAL059W,chrI:39701-39757:+,0.36487294272258103,0.437331203643036,0.834317194115428,0.40410226528283605,0.5662782007791529,47.4385395604026,55.5714423591632,70.2230958738826,54.9395087745751,36.2219888266733,86.9735740139603,51.2945414203195,65.82817504923287
YAL058W,chrI:40556-40637:+,0.40268853439622604,0.4196641085533971,0.959549616440428,0.337281936884342,0.503149828427403,49.8104665384227,52.203476155577604,83.90291974541809,98.6093747235963,61.4931438220267,105.238024556892,65.0688433686225,85.35029181202196
YAL056W,chrI:42376-42413:+,-0.9560288981271391,0.320494897892166,-2.98297696598217,0.00285459476881491,0.013074384193575001,137.57176472516701,89.25110439501971,188.78156942719102,67.6178569533232,159.20827647072701,94.80119567521669,161.853870207695,83.89005234118653
YAL055W,chrI:45310-45388:+,-0.9152753198329809,0.313380015028565,-2.92065631482452,0.00349294921050784,0.0154975747778486,310.722434120637,220.60178633486,423.1625517595,143.687946025812,272.086102116639,172.207676547641,335.32369599892536,178.83246963610432
YAL054C,chrI:48126-48286:-,0.5425591436687079,0.23453940434721202,2.3132963315004598,0.0207063522561429,0.0663093578279376,35386.7785850823,58220.3477782833,33988.8903912173,59225.4948116685,47503.8747884323,52797.3081051746,38959.847921577304,56747.71689837546
YAL053W,chrI:48848-49079:+,-0.663584203459349,0.273896484843408,-2.42275545755446,0.0154032916243841,0.052308876416125,1406.5526979659398,1042.38554000976,1770.1692089767002,1234.02588939815,2368.7495948978,1223.71818637642,1848.4905006134802,1166.70987192811
YAL051W,chrI:51664-51735:+,1.1238737085652,0.3672963074165171,3.0598557237623503,0.0022144363901983,0.0105734089294659,80.6455172526844,230.70568494561698,177.837710329962,333.15881603043596,152.46930180529898,332.23905273332804,136.98417646264846,298.70118456979367
YAL049C,chrI:55757-55890:-,-1.1460778039483899,0.301111130600761,-3.8061622021802903,0.000141139838245579,0.000980727153860571,1518.0332659328799,587.710102525696,2122.19667660422,1013.56350162325,2068.02285045309,974.104028956355,1902.75093099673,858.4592110351005
YAL048C,chrI:57970-57979:-,-0.31618895713257106,0.383982881493209,-0.8234454512737529,0.410254725307545,0.5723190561453672,85.3893712087246,57.255425460956005,89.3748492940324,104.94854881296999,104.454107314128,60.0117660696326,93.07277593896167,74.07191344785286
YAL047C,chrI:60058-60066:-,-0.319233391481549,0.380604869428214,-0.838752777811636,0.401608054827625,0.563919174083089,73.529736318624,57.255425460956005,52.8953189699375,60.574330187352,75.81346498606041,44.356522747119705,67.41284009154064,54.0620927984759
YAL046C,chrI:60554-60604:-,0.122306397760945,0.26742300732167495,0.45735181496118,0.647418192299558,0.771052684012341,212.287464532802,247.545515963545,192.42952245959998,228.210267217466,198.79975263011397,182.644505429317,201.17224654083864,219.46676287010936
YAL044W-A,chrI:60626-60712:+,-0.463377087401842,0.24384944780729503,-1.9002589161818897,0.0573991499961263,0.145879934721319,851.5217851092261,660.121375902787,1024.16281384896,831.136158384597,1039.48684214221,621.861054199816,971.7238137001319,704.3728628290668
YAL044C,chrI:61622-61699:-,0.445689007114738,0.274999678156951,1.62068919535378,0.105084312000868,0.22568173225771,3343.2310755193703,5124.36057875557,4135.86675049425,5565.79485047041,5445.93390149867,6913.529398369699,4308.343909170763,5867.894942531893
YAL043C,chrI:64233-64273:-,0.221190608367625,0.266591909022143,0.829697379710247,0.4067099033152439,0.569058803316644,345.115375301929,311.536873831673,318.283902077728,475.43805670305295,347.899567102699,387.90214010226305,337.09961482745194,391.62569021232963
YAL042W,chrI:64445-64484:+,-0.43516407480827896,0.22265286625633,-1.9544508100214402,0.0506479267878194,0.13259788827081698,779.178012279612,591.078068729282,732.326571256204,607.856359903311,776.6668301905299,494.009900399294,762.7238045754488,564.3147763439624
YAL041W,chrI:65940-66000:+,0.34029504622799606,0.239461959164801,1.42108185957754,0.155292963021259,0.296847142767768,282.259310384395,399.103995124899,321.931855110137,350.76763294536397,323.470783940524,426.170512668405,309.2206498116853,392.01404691288934
YAL040C,chrI:71016-71064:-,-5.257052521362071,0.43823933587618796,-11.995848138213,3.7357080403716e-33,5.511490064410871e-31,391.367951373321,11.787881712549801,505.241494988714,10.565290148956699,806.1498443517751,21.7433935034901,567.5864302379367,14.698855121665533
YAL039C,chrI:72710-72826:-,-1.1918296376980801,0.23487254040216302,-5.074367721562299,3.88786574233685e-07,4.69695343528304e-06,1467.03683590545,809.9958719623489,2012.75808563193,752.24865860572,1935.7704726440697,809.72397406997,1805.18846472715,790.6561682126797
YAL038W,chrI:74814-74949:+,-6.50624029622215,0.27625037605979996,-23.5519690109444,1.1983716556563098e-122,3.500683280503219e-119,8707.34393631189,143.13856365239,13636.9604234048,131.009597847064,12808.263723478301,113.935381958288,11717.52269439833,129.36118115258066
YAL036C,chrI:79343-79364:-,-0.101633441955829,0.33398959418295,-0.304301222930188,0.7608984135458191,0.852995796166262,115.038458433976,95.98703680219101,158.685956909813,120.444307698107,100.24224814823499,130.46036102093998,124.65555449734133,115.63056850707933
YAL035W,chrI:79536-79579:+,0.10212652232255601,0.241869188388475,0.42223866133179,0.672850824810206,0.789306814487019,689.0447871148469,791.472057842628,689.463123125393,667.726337414066,554.280666231419,617.512375499118,644.2628588238864,692.2369235852707
YAL034W-A,chrI:82834-82860:+,1.29489425067149,0.30135258039894397,4.29694097511046,1.73171282160477e-05,0.00014957656695659,128.08405681308702,259.333397676095,80.2549667130087,283.854128668638,110.350710146377,236.568121317972,106.22991122415756,259.91854922090164
YAL034C,chrI:85134-85196:-,-1.75659528701349,0.22684137743981303,-7.743716366206441,9.65522648457735e-15,3.48207995145029e-13,723.4377282961391,213.86585392768902,835.381244421772,234.54944130683998,780.878689356422,242.65627149894902,779.8992206914444,230.35718891115934
YAL033W,chrI:85845-85864:+,-0.607128060387689,0.3677577064601079,-1.65089146936353,0.0987607380296377,0.21542702205210398,112.666531455956,97.6710199039838,105.790637939875,64.0960935703376,100.24224814823499,50.444672928097,106.23313918135533,70.73726213413947
